"srcip","sport","dstip","dsport","proto","state","dur","sbytes","dbytes","sttl","dttl","sloss","dloss","service","Sload","Dload","Spkts","Dpkts","swin","dwin","stcpb","dtcpb","smeansz","dmeansz","trans_depth","res_bdy_len","Sjit","Djit","Stime","Ltime","Sintpkt","Dintpkt","tcprtt","synack","ackdat","is_sm_ips_ports","ct_state_ttl","ct_flw_http_mthd","is_ftp_login","ct_ftp_cmd","ct_srv_src","ct_srv_dst","ct_dst_ltm","ct_src_ltm","ct_src_dport_ltm","ct_dst_sport_ltm","ct_dst_src_ltm"
"fe80::5c46:6b18:9589:b136%16","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","1","36","36","1","1","36","1"
"fe80::afb7:c11e:ae90:9ffe%45","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","1","36","36","1","1","36","1"
"0.0.0.0","0","0.0.0.0","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","33","15","15","33","33","15","11"
"0.0.0.0","0","0.0.0.0","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","33","15","15","33","33","15","11"
"0.0.0.0","0","0.0.0.0","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","33","15","15","33","33","15","11"
"0.0.0.0","0","0.0.0.0","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","33","15","15","33","33","15","11"
"0.0.0.0","0","0.0.0.0","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","33","15","15","33","33","15","11"
"127.0.0.1","0","0.0.0.0","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","4","15","15","4","4","15","1"
"172.29.64.1","0","0.0.0.0","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","4","15","15","4","4","15","-1"
"192.168.1.47","0","0.0.0.0","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","15","15","35","35","15","-1"
"192.168.1.47","0","34.144.254.29","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","4","4","35","35","4","2"
"192.168.1.47","0","18.244.146.109","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","1","1","35","35","1","1"
"192.168.1.47","0","52.123.255.225","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","-1","-1","35","35","-1","-1"
"192.168.1.47","0","51.104.15.253","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","-1","-1","35","35","-1","-1"
"192.168.1.47","0","142.251.209.78","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","1","1","35","35","1","1"
"192.168.1.47","0","72.154.7.111","0","TCP","FIN_WAIT_1","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","-1","-1","35","35","-1","-1"
"192.168.1.47","0","142.251.209.78","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","1","1","35","35","1","1"
"192.168.1.47","0","142.251.208.227","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","-1","-1","35","35","-1","-1"
"192.168.1.47","0","184.29.81.122","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","1","1","35","35","1","1"
"192.168.1.47","0","184.29.81.122","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","1","1","35","35","1","1"
"192.168.1.47","0","2.20.242.115","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","-1","-1","35","35","-1","-1"
"192.168.1.47","0","199.232.214.172","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","1","1","35","35","1","1"
"192.168.1.47","0","52.168.112.67","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","-1","-1","35","35","-1","-1"
"192.168.1.47","0","18.244.146.109","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","1","1","35","35","1","1"
"192.168.1.47","0","199.232.214.172","0","TCP","TIME_WAIT","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","35","1","1","35","35","1","1"
"::","0","::","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","17","11","11","17","17","11","10"
"::","0","::","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","17","11","11","17","17","11","10"
"::","0","::","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","17","11","11","17","17","11","10"
"::","0","::","0","TCP","LISTENING","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","1","0","1","0","0","0","0","17","11","11","17","17","11","10"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","36","36","33","33","36","13"
"0.0.0.0","0","34.144.254.29","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","4","4","33","33","4","1"
"0.0.0.0","0","142.251.209.170","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","1","1","33","33","1","1"
"0.0.0.0","0","34.144.254.29","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","4","4","33","33","4","1"
"0.0.0.0","0","142.250.181.202","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","1","1","33","33","1","1"
"0.0.0.0","0","142.250.181.202","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","1","1","33","33","1","1"
"0.0.0.0","0","142.251.209.170","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","1","1","33","33","1","1"
"0.0.0.0","0","8.8.4.4","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","-1","-1","33","33","-1","-1"
"0.0.0.0","0","142.250.181.99","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","33","-1","-1","33","33","-1","-1"
"127.0.0.1","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","4","36","36","4","4","36","1"
"127.0.0.1","0","127.0.0.1","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","4","-1","-1","4","4","-1","-1"
"172.29.64.1","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","4","36","36","4","4","36","3"
"172.29.64.1","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","4","36","36","4","4","36","3"
"172.29.64.1","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","4","36","36","4","4","36","3"
"192.168.1.47","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","35","36","36","35","35","36","3"
"192.168.1.47","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","35","36","36","35","35","36","3"
"192.168.1.47","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","35","36","36","35","35","36","3"
"::","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","17","36","36","17","17","36","6"
"::","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","17","36","36","17","17","36","6"
"::","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","17","36","36","17","17","36","6"
"::","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","17","36","36","17","17","36","6"
"::","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","17","36","36","17","17","36","6"
"::","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","17","36","36","17","17","36","6"
"::1","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","2","36","36","2","2","36","1"
"fe80::5c46:6b18:9589:b136%16","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","1","36","36","1","1","36","1"
"fe80::afb7:c11e:ae90:9ffe%45","0","*","0","UDP","UNKNOWN","0","0","0","0","0","0","0","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775580575","1775580575","0","0","0","0","0","1","0","0","0","0","1","36","36","1","1","36","1"
